,date,time,team2,score1,score2,year,day_of_week,is_weekend,day_of_month,month,quarter,day_of_year,week_of_year,season,is_month_start_end,hour,minute,time_of_day,is_work_time,decimal_time,is_afternoon,days_until_weekend,days_until_end_of_month,scorediff,avg_scorediff_by_team,games_played_with_team,cumulative_scorediff_with_team,win_ratio_with_team,avg_scorediff_by_season
349,2020-02-01,11:00:00,Московская Застава,0.0,1.0,2020,5,1,1,2,1,32,5,0,1,11,0,1,1,11.0,0,0,28,-1.0,-1.0,1,-1.0,0.0,-0.525
350,2020-02-16,16:00:00,С.П.Б. К.Л.С.,1.0,2.0,2020,6,1,16,2,1,47,7,0,0,16,0,2,1,16.0,1,6,13,-1.0,-1.0,4,0.0,0.25,-0.525
351,2020-02-29,20:00:00,Балтавто,3.0,1.0,2020,5,1,29,2,1,60,9,0,1,20,0,3,0,20.0,1,0,0,2.0,0.5,6,3.0,0.6666666666666666,-0.525
352,2020-03-08,14:30:00,ФК Звезда,2.0,0.0,2020,6,1,8,3,1,68,10,1,0,14,30,2,1,14.5,1,6,23,2.0,-0.3333333333333333,9,1.0,0.3333333333333333,1.1627906976744187
353,2023-05-27,21:00:00,Легирус-Нева,2.0,1.0,2023,5,1,27,5,2,147,21,1,0,21,0,3,0,21.0,1,0,4,1.0,1.0,2,1.0,1.0,1.1627906976744187
354,2023-06-03,16:00:00,С.П.Б. К.Л.С.,0.0,0.0,2023,5,1,3,6,2,154,22,2,0,16,0,2,1,16.0,1,0,27,0.0,-1.0,4,0.0,0.25,0.7272727272727273
355,2023-06-09,20:45:00,Гидроэр,0.0,0.0,2023,4,0,9,6,2,160,23,2,0,20,45,3,0,20.75,1,1,21,0.0,0.0,1,0.0,0.0,0.7272727272727273
356,2023-06-17,16:00:00,ФК Константиновское-д,3.0,2.0,2023,5,1,17,6,2,168,24,2,0,16,0,2,1,16.0,1,0,13,1.0,1.0,1,1.0,1.0,0.7272727272727273
357,2023-06-24,17:00:00,Победа - АРМЕД,11.0,1.0,2023,5,1,24,6,2,175,25,2,0,17,0,2,1,17.0,1,0,6,10.0,10.0,1,10.0,1.0,0.7272727272727273
358,2023-07-01,16:00:00,Максима-Нева-д,3.0,2.0,2023,5,1,1,7,3,182,26,2,1,16,0,2,1,16.0,1,0,30,1.0,1.0,1,1.0,1.0,0.7272727272727273
359,2023-07-08,20:00:00,Самсон,4.0,3.0,2023,5,1,8,7,3,189,27,2,0,20,0,3,0,20.0,1,0,23,1.0,0.3333333333333333,3,-1.0,0.6666666666666666,0.7272727272727273
360,2023-07-14,20:30:00,Дружба,4.0,0.0,2023,4,0,14,7,3,195,28,2,0,20,30,3,0,20.5,1,1,17,4.0,4.0,1,4.0,1.0,0.7272727272727273
361,2023-07-22,16:00:00,ВЕЗУ,2.0,2.0,2023,5,1,22,7,3,203,29,2,0,16,0,2,1,16.0,1,0,9,0.0,0.4,5,5.0,0.4,0.7272727272727273
362,2023-08-18,19:30:00,Авангард-д,0.0,4.0,2023,4,0,18,8,3,230,33,2,0,19,30,3,0,19.5,1,1,13,-4.0,-2.0,2,-4.0,0.0,0.7272727272727273
363,2023-08-26,16:00:00,Царское Село,3.0,1.0,2023,5,1,26,8,3,238,34,2,0,16,0,2,1,16.0,1,0,5,2.0,2.6,5,13.0,1.0,0.7272727272727273
364,2023-09-01,19:15:00,СШ Петроградского района - Динамо,2.0,2.0,2023,4,0,1,9,3,244,35,3,1,19,15,3,0,19.25,1,1,29,0.0,0.0,1,0.0,0.0,0.5704697986577181
365,2023-09-03,19:00:00,РВЧеллендж,4.0,1.0,2023,6,1,3,9,3,246,35,3,0,19,0,3,0,19.0,1,6,27,3.0,-1.5,4,-5.0,0.25,0.5704697986577181
366,2023-09-09,19:00:00,С.П.Б. К.Л.С.,0.0,4.0,2023,5,1,9,9,3,252,36,3,0,19,0,3,0,19.0,1,0,21,-4.0,-1.0,4,-4.0,0.25,0.5704697986577181
367,2023-09-16,16:00:00,РВЧеллендж,1.0,2.0,2023,5,1,16,9,3,259,37,3,0,16,0,2,1,16.0,1,0,14,-1.0,-1.5,4,-6.0,0.25,0.5704697986577181
368,2023-09-23,20:30:00,Авангард-д,5.0,5.0,2023,5,1,23,9,3,266,38,3,0,20,30,3,0,20.5,1,0,7,0.0,-2.0,2,-4.0,0.0,0.5704697986577181
369,2023-10-14,16:00:00,Легирус-Нева,2.0,1.0,2023,5,1,14,10,4,287,41,3,0,16,0,2,1,16.0,1,0,17,1.0,1.0,2,2.0,1.0,0.5704697986577181
370,2023-10-17,19:00:00,ВЕЗУ,0.0,3.0,2023,1,0,17,10,4,290,42,3,0,19,0,3,0,19.0,1,4,14,-3.0,0.4,5,2.0,0.4,0.5704697986577181
371,2023-10-21,21:00:00,Самсон,4.0,2.0,2023,5,1,21,10,4,294,42,3,0,21,0,3,0,21.0,1,0,10,2.0,0.3333333333333333,3,1.0,0.6666666666666666,0.5704697986577181
372,2018-12-01,10:00:00,ФК КФ,0.0,3.0,2018,5,1,1,12,4,335,48,0,1,10,0,1,1,10.0,0,0,30,-3.0,0.0,3,0.0,0.3333333333333333,-0.525
373,2018-12-09,14:30:00,Победа-АРМЕД,6.0,2.0,2018,6,1,9,12,4,343,49,0,0,14,30,2,1,14.5,1,6,22,4.0,4.0,2,4.0,1.0,-0.525
374,2018-12-16,13:00:00,Алгоритм,1.0,5.0,2018,6,1,16,12,4,350,50,0,0,13,0,2,1,13.0,1,6,15,-4.0,-2.0,3,-6.0,0.3333333333333333,-0.525
375,2018-12-23,13:00:00,СШ №2 ВО Звезда U-21-1,1.0,2.0,2018,6,1,23,12,4,357,51,0,0,13,0,2,1,13.0,1,6,8,-1.0,-1.0,1,-1.0,0.0,-0.525
376,2019-01-12,13:00:00,Московская Застава U-21,3.0,3.0,2019,5,1,12,1,1,12,2,0,0,13,0,2,1,13.0,1,0,19,0.0,-1.0,2,-2.0,0.0,-0.525
377,2019-01-20,14:30:00,СШОР Зенит U-17,0.0,0.0,2019,6,1,20,1,1,20,3,0,0,14,30,2,1,14.5,1,6,11,0.0,-0.5,2,0.0,0.0,-0.525
378,2019-01-27,11:30:00,ФК Звезда,1.0,5.0,2019,6,1,27,1,1,27,4,0,0,11,30,1,1,11.5,0,6,4,-4.0,-0.3333333333333333,9,-3.0,0.3333333333333333,-0.525
379,2019-02-02,10:00:00,Ленинград,6.0,0.0,2019,5,1,2,2,1,33,5,0,0,10,0,1,1,10.0,0,0,26,6.0,6.0,1,6.0,1.0,-0.525
380,2019-02-09,11:30:00,Выборжанин-Город U-21,1.0,0.0,2019,5,1,9,2,1,40,6,0,0,11,30,1,1,11.5,0,0,19,1.0,1.0,1,1.0,1.0,-0.525
381,2019-02-16,13:00:00,Победа-АРМЕД,4.0,0.0,2019,5,1,16,2,1,47,7,0,0,13,0,2,1,13.0,1,0,12,4.0,4.0,2,8.0,1.0,-0.525
382,2019-02-24,10:00:00,СШОР Зенит U-17,0.0,1.0,2019,6,1,24,2,1,55,8,0,0,10,0,1,1,10.0,0,6,4,-1.0,-0.5,2,-1.0,0.0,-0.525
383,2024-11-10,10:40:00,АСГАРД,1.0,2.0,2024,6,1,10,11,4,315,45,3,0,10,40,1,1,10.666666666666666,0,6,20,-1.0,-1.0,1,-1.0,0.0,0.5704697986577181
384,2024-11-17,14:40:00,Форсаж-ГУТ,0.0,2.0,2024,6,1,17,11,4,322,46,3,0,14,40,2,1,14.666666666666666,1,6,13,-2.0,-2.0,1,-2.0,0.0,0.5704697986577181
385,2022-10-14,18:10:00,СПбГЛТУ,4.0,0.0,2022,4,0,14,10,4,287,41,3,0,18,10,3,0,18.166666666666668,1,1,17,4.0,5.363636363636363,11,54.0,0.8181818181818182,0.5704697986577181
386,2022-10-21,17:00:00,ЛГУ им. А.С.Пушкина,1.0,6.0,2022,4,0,21,10,4,294,42,3,0,17,0,2,1,17.0,1,1,10,-5.0,-3.0,5,-15.0,0.0,0.5704697986577181
387,2022-10-28,18:10:00,Горный университет,14.0,2.0,2022,4,0,28,10,4,301,43,3,0,18,10,3,0,18.166666666666668,1,1,3,12.0,2.4615384615384617,26,46.0,0.6153846153846154,0.5704697986577181
388,2022-11-05,10:00:00,Малоохтинский колледж,0.0,1.0,2022,5,1,5,11,4,309,44,3,0,10,0,1,1,10.0,0,0,25,-1.0,-2.0,2,-4.0,0.0,0.5704697986577181
389,2022-11-18,20:30:00,СПбГУТ,1.0,3.0,2022,4,0,18,11,4,322,46,3,0,20,30,3,0,20.5,1,1,12,-2.0,-0.25,12,-2.0,0.4166666666666667,0.5704697986577181
390,2022-11-25,18:10:00,Университет ИТМО,6.0,1.0,2022,4,0,25,11,4,329,47,3,0,18,10,3,0,18.166666666666668,1,1,5,5.0,0.6,15,6.0,0.6,0.5704697986577181
391,2022-12-02,21:40:00,"БГТУ ""ВОЕНМЕХ""",0.0,2.0,2022,4,0,2,12,4,336,48,0,0,21,40,3,0,21.666666666666668,1,1,29,-2.0,0.6,5,2.0,0.4,-0.525
392,2022-12-09,21:40:00,СПбГУ,1.0,3.0,2022,4,0,9,12,4,343,49,0,0,21,40,3,0,21.666666666666668,1,1,22,-2.0,1.0,11,6.0,0.6363636363636364,-0.525
393,2022-12-16,21:40:00,РГПУ им. А.И.Герцена,1.0,3.0,2022,4,0,16,12,4,350,50,0,0,21,40,3,0,21.666666666666668,1,1,15,-2.0,-1.8333333333333333,6,-11.0,0.3333333333333333,-0.525
394,2022-09-23,15:00:00,СПбГУ,6.0,0.0,2022,4,0,23,9,3,266,38,3,0,15,0,2,1,15.0,1,1,7,6.0,1.0,11,12.0,0.6363636363636364,0.5704697986577181
395,2022-09-30,15:00:00,"БГТУ ""ВОЕНМЕХ""",2.0,1.0,2022,4,0,30,9,3,273,39,3,1,15,0,2,1,15.0,1,1,0,1.0,0.6,5,3.0,0.4,0.5704697986577181
396,2022-10-03,16:45:00,Горный университет,7.0,2.0,2022,0,0,3,10,4,276,40,3,0,16,45,2,1,16.75,1,5,28,5.0,2.4615384615384617,26,51.0,0.6153846153846154,0.5704697986577181
397,2022-10-11,15:00:00,СПбГУПТД,2.0,4.0,2022,1,0,11,10,4,284,41,3,0,15,0,2,1,15.0,1,4,20,-2.0,0.12,25,5.0,0.4,0.5704697986577181
398,2021-05-24,14:00:00,ГУМРФ,2.0,1.0,2021,0,0,24,5,2,144,21,1,0,14,0,2,1,14.0,1,5,7,1.0,5.416666666666667,12,65.0,0.8333333333333334,1.1627906976744187
399,2021-05-31,16:00:00,СПбГУПТД,0.0,4.0,2021,0,0,31,5,2,151,22,1,1,16,0,2,1,16.0,1,5,0,-4.0,0.12,25,1.0,0.4,1.1627906976744187
400,2021-06-10,15:30:00,Горный университет,3.0,2.0,2021,3,0,10,6,2,161,23,2,0,15,30,2,1,15.5,1,2,20,1.0,2.4615384615384617,26,52.0,0.6153846153846154,0.7272727272727273
401,2021-06-14,17:30:00,НГУ им. П.Ф. Лесгафта,1.0,1.0,2021,0,0,14,6,2,165,24,2,0,17,30,2,1,17.5,1,5,16,0.0,-0.5,10,-1.0,0.3,0.7272727272727273
402,2021-06-21,17:30:00,Университет ИТМО,4.0,1.0,2021,0,0,21,6,2,172,25,2,0,17,30,2,1,17.5,1,5,9,3.0,0.6,15,9.0,0.6,0.7272727272727273
403,2020-02-18,19:00:00,ГУМРФ,4.0,4.0,2020,1,0,18,2,1,49,8,0,0,19,0,3,0,19.0,1,4,11,0.0,5.416666666666667,12,65.0,0.8333333333333334,-0.525
404,2020-02-25,17:30:00,СПбГУ,12.0,5.0,2020,1,0,25,2,1,56,9,0,0,17,30,2,1,17.5,1,4,4,7.0,1.0,11,19.0,0.6363636363636364,-0.525
405,2020-03-04,18:00:00,Университет ИТМО,4.0,4.0,2020,2,0,4,3,1,64,10,1,0,18,0,3,0,18.0,1,3,27,0.0,0.6,15,9.0,0.6,1.1627906976744187
406,2020-03-10,17:30:00,СПбГУПТД,0.0,0.0,2020,1,0,10,3,1,70,11,1,0,17,30,2,1,17.5,1,4,21,0.0,0.12,25,1.0,0.4,1.1627906976744187
407,2021-09-14,19:00:00,Горный университет,3.0,0.0,2021,1,0,14,9,3,257,37,3,0,19,0,3,0,19.0,1,4,16,3.0,2.4615384615384617,26,55.0,0.6153846153846154,0.5704697986577181
408,2021-09-25,16:45:00,СПбГУТ,3.0,1.0,2021,5,1,25,9,3,268,38,3,0,16,45,2,1,16.75,1,0,5,2.0,-0.25,12,0.0,0.4166666666666667,0.5704697986577181
409,2021-09-28,19:00:00,СПбГУПТД,1.0,3.0,2021,1,0,28,9,3,271,39,3,0,19,0,3,0,19.0,1,4,2,-2.0,0.12,25,-1.0,0.4,0.5704697986577181
410,2021-10-09,15:00:00,НГУ им. П.Ф. Лесгафта,1.0,5.0,2021,5,1,9,10,4,282,40,3,0,15,0,2,1,15.0,1,0,22,-4.0,-0.5,10,-5.0,0.3,0.5704697986577181
411,2022-05-17,17:00:00,СЗИУ РАНХиГС,5.0,1.0,2022,1,0,17,5,2,137,20,1,0,17,0,2,1,17.0,1,4,14,4.0,0.4,5,9.0,0.6,1.1627906976744187
412,2022-05-24,18:15:00,СПбГЛТУ,5.0,0.0,2022,1,0,24,5,2,144,21,1,0,18,15,3,0,18.25,1,4,7,5.0,5.363636363636363,11,59.0,0.8181818181818182,1.1627906976744187
413,2022-05-28,10:00:00,Горный университет,3.0,0.0,2022,5,1,28,5,2,148,21,1,0,10,0,1,1,10.0,0,0,3,3.0,2.4615384615384617,26,58.0,0.6153846153846154,1.1627906976744187
414,2022-05-31,18:15:00,БГТУ Военмех,2.0,4.0,2022,1,0,31,5,2,151,22,1,1,18,15,3,0,18.25,1,4,0,-2.0,-1.0,2,-2.0,0.0,1.1627906976744187
415,2022-06-07,18:15:00,СПбГУ,0.0,8.0,2022,1,0,7,6,2,158,23,2,0,18,15,3,0,18.25,1,4,23,-8.0,1.0,11,11.0,0.6363636363636364,0.7272727272727273
416,2022-06-14,18:15:00,СПбГУТ,1.0,4.0,2022,1,0,14,6,2,165,24,2,0,18,15,3,0,18.25,1,4,16,-3.0,-0.25,12,-3.0,0.4166666666666667,0.7272727272727273
417,2022-06-21,18:15:00,РГПУ им. Герцена,0.0,3.0,2022,1,0,21,6,2,172,25,2,0,18,15,3,0,18.25,1,4,9,-3.0,0.3333333333333333,9,4.0,0.3333333333333333,0.7272727272727273
418,2023-05-23,14:45:00,НГУ им. Лесгафта,2.0,2.0,2023,1,0,23,5,2,143,21,1,0,14,45,2,1,14.75,1,4,8,0.0,0.8333333333333334,6,5.0,0.6666666666666666,1.1627906976744187
419,2023-06-06,15:00:00,БГТУ ВОЕНМЕХ,4.0,1.0,2023,1,0,6,6,2,157,23,2,0,15,0,2,1,15.0,1,4,24,3.0,0.8333333333333334,6,5.0,0.5,0.7272727272727273
420,2023-06-13,16:45:00,Горный университет,6.0,0.0,2023,1,0,13,6,2,164,24,2,0,16,45,2,1,16.75,1,4,17,6.0,2.4615384615384617,26,64.0,0.6153846153846154,0.7272727272727273
421,2023-06-18,19:00:00,СПбГУПТД,1.0,2.0,2023,6,1,18,6,2,169,24,2,0,19,0,3,0,19.0,1,6,12,-1.0,0.12,25,-2.0,0.4,0.7272727272727273
422,2023-06-22,15:45:00,РГПУ им. Герцена,2.0,3.0,2023,3,0,22,6,2,173,25,2,0,15,45,2,1,15.75,1,2,8,-1.0,0.3333333333333333,9,3.0,0.3333333333333333,0.7272727272727273
423,2018-10-04,18:30:00,СПбГУГА,4.0,4.0,2018,3,0,4,10,4,277,40,3,0,18,30,3,0,18.5,1,2,27,0.0,0.0,1,0.0,0.0,0.5704697986577181
424,2018-10-08,18:30:00,ПСПбГМУ,5.0,0.0,2018,0,0,8,10,4,281,41,3,0,18,30,3,0,18.5,1,5,23,5.0,9.666666666666666,3,29.0,1.0,0.5704697986577181
425,2018-10-15,18:30:00,СПбГАСУ,0.0,5.0,2018,0,0,15,10,4,288,42,3,0,18,30,3,0,18.5,1,5,16,-5.0,-0.25,4,-1.0,0.5,0.5704697986577181
426,2018-10-25,18:30:00,СЗИУ РАНХиГС,3.0,10.0,2018,3,0,25,10,4,298,43,3,0,18,30,3,0,18.5,1,2,6,-7.0,0.4,5,2.0,0.6,0.5704697986577181
427,2018-10-29,18:30:00,СПбГУПТД,5.0,0.0,2018,0,0,29,10,4,302,44,3,0,18,30,3,0,18.5,1,5,2,5.0,0.12,25,3.0,0.4,0.5704697986577181
428,2018-11-05,18:30:00,НИУ ВШЭ,4.0,5.0,2018,0,0,5,11,4,309,45,3,0,18,30,3,0,18.5,1,5,25,-1.0,-1.0,1,-1.0,0.0,0.5704697986577181
429,2018-11-14,20:00:00,СПбГАУ,1.0,4.0,2018,2,0,14,11,4,318,46,3,0,20,0,3,0,20.0,1,3,16,-3.0,0.6666666666666666,3,2.0,0.6666666666666666,0.5704697986577181
430,2018-11-19,18:30:00,СПбГТИ (ТУ),8.0,1.0,2018,0,0,19,11,4,323,47,3,0,18,30,3,0,18.5,1,5,11,7.0,7.0,1,7.0,1.0,0.5704697986577181
431,2018-11-30,20:30:00,СПбГЭТУ ЛЭТИ,2.0,4.0,2018,4,0,30,11,4,334,48,3,1,20,30,3,0,20.5,1,1,0,-2.0,-1.0,6,-6.0,0.0,0.5704697986577181
